id,Symbol,Name
3638,KERNW,Akerna Corp Warrant
3639,KEX,Kirby Corporation Common Stock
3640,KEY,KeyCorp Common Stock
3641,KEYS,Keysight Technologies Inc. Common Stock
3642,KF,Korea Fund Inc. (The) New Common Stock
3643,KFFB,Kentucky First Federal Bancorp Common Stock
3644,KFRC,Kforce Inc. Common Stock
3645,KFS,Kingsway Financial Services Inc. Common Stock (DE)
3646,KFY,Korn Ferry Common Stock
3647,KGC,Kinross Gold Corporation Common Stock
3648,KHC,The Kraft Heinz Company Common Stock
3649,KIDS,OrthoPediatrics Corp. Common Stock
3650,KIIIW,Kismet Acquisition Three Corp. Warrant
3651,KIM,Kimco Realty Corporation Common Stock
3652,KIND,Nextdoor Holdings Inc. Class A Common Stock
3653,KINS,Kingstone Companies Inc. Common Stock
3654,KINZ,KINS Technology Group Inc. Class A Common Stock
3655,KINZU,KINS Technology Group Inc. Unit
3656,KINZW,KINS Technology Group Inc. Warrant
3657,KIO,KKR Income Opportunities Fund Common Shares
3658,KIQ,Kelso Technologies Inc Ordinary Shares
3659,KIRK,Kirkland's Inc. COMMONSTOCK
3660,KKR,KKR & Co. Inc. Common Stock
3661,KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061
3662,KLAC,KLA Corporation Common Stock
3663,KLAQ,KL Acquisition Corp Class A Common Stock
3664,KLAQU,KL Acquisition Corp Unit
3665,KLIC,Kulicke and Soffa Industries Inc. Common Stock
3666,KLR,Kaleyra Inc. Common Stock
3667,KLTR,Kaltura Inc. Common Stock
3668,KLXE,KLX Energy Services Holdings Inc. Common Stock
3669,KMB,Kimberly-Clark Corporation Common Stock
3670,KMDA,Kamada Ltd. Ordinary Shares
3671,KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.
3672,KMI,Kinder Morgan Inc. Common Stock
3673,KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062
3674,KMPH,KemPharm Inc. Common Stock
3675,KMPR,Kemper Corporation
3676,KMT,Kennametal Inc. Common Stock
3677,KMX,CarMax Inc
3678,KN,Knowles Corporation Common Stock
3679,KNBE,KnowBe4 Inc. Class A Common Stock
3680,KNDI,Kandi Technologies Group Inc Common Stock
3681,KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests
3682,KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock
3683,KNSL,Kinsale Capital Group Inc. Common Stock
3684,KNTE,Kinnate Biopharma Inc. Common Stock
3685,KNTK,Kinetik Holdings Inc. Class A Common Stock
3686,KNX,Knight-Swift Transportation Holdings Inc.
3687,KO,Coca-Cola Company (The) Common Stock
3688,KOD,Kodiak Sciences Inc Common Stock
3689,KODK,Eastman Kodak Company Common New
3690,KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)
3691,KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock
3692,KOPN,Kopin Corporation Common Stock
3693,KORE,KORE Group Holdings Inc. Common Stock
3694,KOS,Kosmos Energy Ltd. Common Shares (DE)
3695,KOSS,Koss Corporation Common Stock
3696,KPLT,Katapult Holdings Inc. Common Stock
3697,KPLTW,Katapult Holdings Inc. Warrant
3698,KPRX,Kiora Pharmaceuticals Inc.  Common Stock
3699,KPTI,Karyopharm Therapeutics Inc. Common Stock
3700,KR,Kroger Company (The) Common Stock
3701,KRBP,Kiromic BioPharma Inc. Common Stock
3702,KRC,Kilroy Realty Corporation Common Stock
3703,KREF,KKR Real Estate Finance Trust Inc. Common Stock
3704,KRG,Kite Realty Group Trust Common Stock
3705,KRKR,36Kr Holdings Inc. American Depositary Shares
3706,KRMD,KORU Medical Systems Inc. Common Stock
3707,KRNL,Kernel Group Holdings Inc. Class A Ordinary Shares
3708,KRNLU,Kernel Group Holdings Inc. Units
3709,KRNT,Kornit Digital Ltd. Ordinary Shares
3710,KRNY,Kearny Financial Corp Common Stock
3711,KRO,Kronos Worldwide Inc Common Stock
3712,KRON,Kronos Bio Inc. Common Stock
3713,KROS,Keros Therapeutics Inc. Common Stock
3714,KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests
3715,KRT,Karat Packaging Inc. Common Stock
3716,KRTX,Karuna Therapeutics Inc. Common Stock
3717,KRUS,Kura Sushi USA Inc. Class A Common Stock
3718,KRYS,Krystal Biotech Inc. Common Stock
3719,KSCP,Knightscope Inc. Class A Common Stock
3720,KSM,DWS Strategic Municipal Income Trust
3721,KSPN,Kaspien Holdings Inc. Common Stock
3722,KSS,Kohl's Corporation Common Stock
3723,KT,KT Corporation Common Stock
3724,KTB,Kontoor Brands Inc. Common Stock 
3725,KTCC,Key Tronic Corporation Common Stock
3726,KTF,DWS Municipal Income Trust
3727,KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock
3728,KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)
3729,KTOS,Kratos Defense & Security Solutions Inc. Common Stock
3730,KTRA,Kintara Therapeutics Inc. Common Stock
3731,KTTA,Pasithea Therapeutics Corp. Common Stock
3732,KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share
3733,KULR,KULR Technology Group Inc. Common Stock
3734,KURA,Kura Oncology Inc. Common Stock
3735,KVHI,KVH Industries Inc. Common Stock
3736,KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock
3737,KW,Kennedy-Wilson Holdings Inc. Common Stock
3738,KWAC,Kingswood Acquisition Corp. Class A Common Stock
3739,KWR,Quaker Houghton Common Stock
3740,KXIN,Kaixin Auto Holdings Ordinary Shares
3741,KYCH,Keyarch Acquisition Corporation Ordinary Shares
3742,KYMR,Kymera Therapeutics Inc. Common Stock
3743,KYN,Kayne Anderson Energy Infrastructure Fund Inc.
3744,KZIA,Kazia Therapeutics Limited American Depositary Shares
3745,KZR,Kezar Life Sciences Inc. Common Stock
3746,L,Loews Corporation Common Stock
3747,LAAA,Lakeshore Acquisition I Corp. Ordinary Shares
3748,LAB,Standard BioTools Inc. Common Stock
3749,LABP,Landos Biopharma Inc. Common Stock
3750,LAC,Lithium Americas Corp. Common Shares
3751,LAD,Lithia Motors Inc. Common Stock
3752,LADR,Ladder Capital Corp Class A Common Stock
3753,LAKE,Lakeland Industries Inc. Common Stock
3754,LAMR,Lamar Advertising Company Class A Common Stock
3755,LANC,Lancaster Colony Corporation Common Stock
3756,LAND,Gladstone Land Corporation Common Stock
3757,LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock
3758,LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock
3759,LARK,Landmark Bancorp Inc. Common Stock
3760,LASR,nLIGHT Inc. Common Stock
3761,LAUR,Laureate Education Inc. Common Stock
3762,LAW,CS Disco Inc. Common Stock
3763,LAZ,Lazard LTD. Lazard LTD. Class A Common Stock
3764,LAZR,Luminar Technologies Inc.  Class A Common Stock
3765,LAZY,Lazydays Holdings Inc. Common Stock
3766,LBAI,Lakeland Bancorp Inc. Common Stock
3767,LBC,Luther Burbank Corporation Common Stock
3768,LBPH,Longboard Pharmaceuticals Inc. Common Stock
3769,LBRDA,Liberty Broadband Corporation Class A Common Stock
3770,LBRDK,Liberty Broadband Corporation Class C Common Stock
3771,LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
3772,LBRT,Liberty Energy Inc. Class A common stock
3773,LBTYA,Liberty Global plc Class A Ordinary Shares
3774,LBTYK,Liberty Global plc Class C Ordinary Shares
3775,LC,LendingClub Corporation Common Stock
3776,LCA,Landcadia Holdings IV Inc. Class A Common Stock
3777,LCAA,L Catterton Asia Acquisition Corp Class A Ordinary Shares
3778,LCFY,Locafy Limited Ordinary Share
3779,LCFYW,Locafy Limited Warrant
3780,LCI,Lannett Co Inc Common Stock
3781,LCID,Lucid Group Inc. Common Stock
3782,LCII,LCI Industries
3783,LCNB,LCNB Corporation Common Stock
3784,LCTX,Lineage Cell Therapeutics Inc. Common Stock
3785,LCUT,Lifetime Brands Inc. Common Stock
3786,LCW,Learn CW Investment Corporation Class A Ordinary Shares
3787,LDHA,LDH Growth Corp I Class A Ordinary Shares
3788,LDHAW,LDH Growth Corp I Warrant
3789,LDI,loanDepot Inc. Class A Common Stock
3790,LDOS,Leidos Holdings Inc. Common Stock
3791,LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.
3792,LE,Lands' End Inc. Common Stock
3793,LEA,Lear Corporation Common Stock
3794,LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares
3795,LECO,Lincoln Electric Holdings Inc. Common Shares
3796,LEDS,SemiLEDS Corporation Common Stock
3797,LEE,Lee Enterprises Incorporated Common Stock
3798,LEG,Leggett & Platt Incorporated Common Stock
3799,LEGA,Lead Edge Growth Opportunities Ltd Class A Ordinary Shares
3800,LEGH,Legacy Housing Corporation Common Stock (TX)
3801,LEGN,Legend Biotech Corporation American Depositary Shares
3802,LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share
3803,LEN,Lennar Corporation Class A Common Stock
3804,LEO,BNY Mellon Strategic Municipals Inc. Common Stock
3805,LESL,Leslie's Inc. Common Stock
3806,LEU,Centrus Energy Corp. Class A Common Stock
3807,LEV,The Lion Electric Company Common Shares
3808,LEVI,Levi Strauss & Co Class A Common Stock
3809,LEXX,Lexaria Bioscience Corp. Common Stock
3810,LFAC,LF Capital Acquisition Corp. II Class A Common Stock
3811,LFACU,LF Capital Acquisition Corp. II Units
3812,LFACW,LF Capital Acquisition Corp. II Warrants
3813,LFC,China Life Insurance Company Limited American Depositary Shares
3814,LFG,Archaea Energy Inc. Class A Common Stock
3815,LFLY,Leafly Holdings Inc. Common Stock
3816,LFLYW,Leafly Holdings Inc. Warrant
3817,LFMD,LifeMD Inc. Common Stock
3818,LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock
3819,LFST,LifeStance Health Group Inc. Common Stock
3820,LFT,Lument Finance Trust Inc. Common Stock
3821,LFTR,Lefteris Acquisition Corp. Class A Common Stock
3822,LFUS,Littelfuse Inc. Common Stock
3823,LFVN,Lifevantage Corporation Common Stock (Delaware)
3824,LGAC,Lazard Growth Acquisition Corp. I Ordinary Shares
3825,LGHL,Lion Group Holding Ltd. American Depositary Share
3826,LGHLW,Lion Group Holding Ltd. Warrant
3827,LGI,Lazard Global Total Return and Income Fund Common Stock
3828,LGIH,LGI Homes Inc. Common Stock
3829,LGL,LGL Group Inc. (The) Common Stock
3830,LGMK,LogicMark Inc. Common Stock
3831,LGND,Ligand Pharmaceuticals Incorporated Common Stock
3832,LGO,Largo Inc. Common Shares
3833,LGST,Semper Paratus Acquisition Corporation Class A Ordinary Shares
3834,LGSTW,Semper Paratus Acquisition Corporation Warrant
3835,LGTO,Legato Merger Corp. II Common Stock
3836,LGTOW,Legato Merger Corp. II Warrants
3837,LGV,Longview Acquisition Corp. II Class A Common Stock
3838,LGVN,Longeveron Inc. Class A Common Stock
3839,LH,Laboratory Corporation of America Holdings Common Stock
3840,LHC,Leo Holdings Corp. II Class A Ordinary Shares
3841,LHCG,LHC Group Common Stock
3842,LHDX,Lucira Health Inc. Common Stock
3843,LHX,L3Harris Technologies Inc. Common Stock
3844,LI,Li Auto Inc. American Depositary Shares
3845,LIAN,LianBio American Depositary Shares
3846,LIBYW,Liberty Resources Acquisition Corp. Warrant
3847,LICY,Li-Cycle Holdings Corp. Common Shares
3848,LIDR,AEye Inc. Class A Common Stock
3849,LIDRW,AEye Inc. Warrant
3850,LIFE,aTyr Pharma Inc. Common Stock
3851,LII,Lennox International Inc. Common Stock
3852,LILA,Liberty Latin America Ltd. Class A Common Stock
3853,LILAK,Liberty Latin America Ltd. Class C Common Stock
3854,LILM,Lilium N.V. Class A Ordinary Shares
3855,LILMW,Lilium N.V. Warrants
3856,LIN,Linde plc Ordinary Share
3857,LINC,Lincoln Educational Services Corporation Common Stock
3858,LIND,Lindblad Expeditions Holdings Inc. Common Stock
3859,LINK,Interlink Electronics Inc. Common Stock
3860,LION,Lionheart III Corp Class A Common Stock
3861,LIONW,Lionheart III Corp Warrant
3862,LIQT,LiqTech International Inc. Common Stock
3863,LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares
3864,LITE,Lumentum Holdings Inc. Common Stock
3865,LITM,Snow Lake Resources Ltd. Common Shares
3866,LITT,Logistics Innovation Technologies Corp. Class A Common Stock
3867,LIVE,Live Ventures Incorporated Common Stock
3868,LIVN,LivaNova PLC Ordinary Shares
3869,LIXT,Lixte Biotechnology Holdings Inc. Common Stock
3870,LIZI,LIZHI INC. American Depositary Shares
3871,LJAQ,LightJump Acquisition Corporation Common Stock
3872,LJAQU,LightJump Acquisition Corporation Unit
3873,LJPC,La Jolla Pharmaceutical Company Common Stock (DE)
3874,LKCO,Luokung Technology Corp Ordinary Shares
3875,LKFN,Lakeland Financial Corporation Common Stock
3876,LKQ,LKQ Corporation Common Stock
3877,LL,LL Flooring Holdings Inc. Common Stock
3878,LLAP,Terran Orbital Corporation Common Stock
3879,LLL,JX Luxventure Limited Common Stock
3880,LLY,Eli Lilly and Company Common Stock
3881,LMACA,Liberty Media Acquisition Corporation Series A Common Stock
3882,LMACU,Liberty Media Acquisition Corporation Unit
3883,LMACW,Liberty Media Acquisition Corporation Warrants
3884,LMAO,LMF Acquisition Opportunities Inc. Class A common stock
3885,LMAT,LeMaitre Vascular Inc. Common Stock
3886,LMB,Limbach Holdings Inc. Common Stock
3887,LMDX,LumiraDx Limited Common Shares
3888,LMFA,LM Funding America Inc. Common Stock
3889,LMND,Lemonade Inc. Common Stock
3890,LMNL,Liminal BioSciences Inc. Common Shares
3891,LMNR,Limoneira Co Common Stock
3892,LMPX,LMP Automotive Holdings Inc. Common Stock
3893,LMST,Limestone Bancorp Inc. Common Stock
3894,LMT,Lockheed Martin Corporation Common Stock
3895,LNC,Lincoln National Corporation Common Stock
3896,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
3897,LNDC,Landec Corporation Common Stock (DE)
3898,LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares
3899,LNG,Cheniere Energy Inc. Common Stock
3900,LNN,Lindsay Corporation Common Stock
3901,LNSR,LENSAR Inc. Common Stock
3902,LNT,Alliant Energy Corporation Common Stock
3903,LNTH,Lantheus Holdings Inc. Common Stock
3904,LNW,Light & Wonder Inc. Common Stock
3905,LOAN,Manhattan Bridge Capital Inc
3906,LOB,Live Oak Bancshares Inc. Common Stock
3907,LOCL,Local Bounti Corporation Common Stock
3908,LOCO,El Pollo Loco Holdings Inc. Common Stock
3909,LODE,Comstock Inc. Common Stock
3910,LOGC,LogicBio Therapeutics Inc. Common Stock
3911,LOGI,Logitech International S.A. Ordinary Shares
3912,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS
3913,LOOP,Loop Industries Inc. Common Stock
3914,LOPE,Grand Canyon Education Inc. Common Stock
3915,LOTZ,CarLotz Inc. Class A Common Stock
3916,LOTZW,CarLotz Inc. Warrant
3917,LOV,Spark Networks SE American Depositary Shares 
3918,LOVE,The Lovesac Company Common Stock
3919,LOW,Lowe's Companies Inc. Common Stock
3920,LPCN,Lipocine Inc. Common Stock
3921,LPG,Dorian LPG Ltd. Common Stock
3922,LPI,Laredo Petroleum Inc. Common Stock
3923,LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES
3924,LPLA,LPL Financial Holdings Inc. Common Stock
3925,LPRO,Open Lending Corporation Class A Common Stock
3926,LPSN,LivePerson Inc. Common Stock
3927,LPTH,LightPath Technologies Inc. Class A Common Stock
3928,LPTX,Leap Therapeutics Inc. Common Stock
3929,LPX,Louisiana-Pacific Corporation Common Stock
3930,LQDA,Liquidia Corporation Common Stock
3931,LQDT,Liquidity Services Inc. Common Stock
3932,LRCX,Lam Research Corporation Common Stock
3933,LRFC,Logan Ridge Finance Corporation Common Stock
3934,LRMR,Larimar Therapeutics Inc. Common Stock
3935,LRN,Stride Inc. Common Stock
3936,LSAK,Lesaka Technologies Inc. Common Stock
3937,LSCC,Lattice Semiconductor Corporation Common Stock
3938,LSEA,Landsea Homes Corporation Common Stock
3939,LSEAW,Landsea Homes Corporation Warrant
3940,LSF,Laird Superfood Inc. Common Stock
3941,LSI,Life Storage Inc. Common Stock
3942,LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares
3943,LSTR,Landstar System Inc. Common Stock
3944,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock
3945,LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock
3946,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock
3947,LTBR,Lightbridge Corporation Common Stock
3948,LTC,LTC Properties Inc. Common Stock
3949,LTCH,Latch Inc. Common Stock
3950,LTCHW,Latch Inc. Warrant expiring 6/4/2026
3951,LTH,Life Time Group Holdings Inc. Common Stock
3952,LTHM,Livent Corporation Common Stock
3953,LTRN,Lantern Pharma Inc. Common Stock
3954,LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock
3955,LTRX,Lantronix Inc. Common Stock
3956,LTRY,Lottery.com Inc. Common Stock
3957,LTRYW,Lottery.com Inc. Warrants
3958,LU,Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share
3959,LUCD,Lucid Diagnostics Inc. Common Stock
3960,LULU,lululemon athletica inc. Common Stock
3961,LUMN,Lumen Technologies Inc. Common Stock
3962,LUMO,Lumos Pharma Inc. Common Stock
3963,LUNA,Luna Innovations Incorporated Common Stock
3964,LUNG,Pulmonx Corporation Common Stock
3965,LUV,Southwest Airlines Company Common Stock
3966,LUXA,Lux Health Tech Acquisition Corp. Class A Common Stock
3967,LUXAU,Lux Health Tech Acquisition Corp. Units
3968,LUXAW,Lux Health Tech Acquisition Corp. Warrants
3969,LVAC,LAVA Medtech Acquisition Corp. Class A Common Stock
3970,LVACW,LAVA Medtech Acquisition Corp. Warrants
3971,LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock
3972,LVO,LiveOne Inc. Common Stock
3973,LVOX,LiveVox Holdings Inc. Class A Common Stock
3974,LVRA,Levere Holdings Corp. Class A Ordinary Shares
3975,LVS,Las Vegas Sands Corp. Common Stock
3976,LVTX,LAVA Therapeutics N.V. Ordinary Shares
3977,LW,Lamb Weston Holdings Inc. Common Stock 
3978,LWLG,Lightwave Logic Inc. Common Stock
3979,LX,LexinFintech Holdings Ltd. American Depositary Shares
3980,LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares
3981,LXFR,Luxfer Holdings PLC Ordinary Shares
3982,LXP,LXP Industrial Trust Common Stock (Maryland REIT)
3983,LXRX,Lexicon Pharmaceuticals Inc. Common Stock
3984,LXU,LSB Industries Inc. Common Stock
3985,LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
3986,LYEL,Lyell Immunopharma Inc. Common Stock
3987,LYFT,Lyft Inc. Class A Common Stock
3988,LYG,Lloyds Banking Group Plc American Depositary Shares
3989,LYL,Dragon Victory International Limited Ordinary Shares
3990,LYLT,Loyalty Ventures Inc. Common Stock
3991,LYRA,Lyra Therapeutics Inc. Common Stock
3992,LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares
3993,LYTS,LSI Industries Inc. Common Stock
3994,LYV,Live Nation Entertainment Inc. Common Stock
3995,LZ,LegalZoom.com Inc. Common Stock
3996,LZB,La-Z-Boy Incorporated Common Stock
3997,M,Macy's Inc Common Stock
3998,MA,Mastercard Incorporated Common Stock
3999,MAA,Mid-America Apartment Communities Inc. Common Stock
4000,MAAQ,Mana Capital Acquisition Corp. Common stock
4001,MAAQW,Mana Capital Acquisition Corp. Warrant
4002,MAC,Macerich Company (The) Common Stock
4003,MACA,Moringa Acquisition Corp Class A Ordinary Shares
4004,MACAU,Moringa Acquisition Corp Units
4005,MACAW,Moringa Acquisition Corp Warrant
4006,MACC,Mission Advancement Corp. Class A Common Stock
4007,MACK,Merrimack Pharmaceuticals Inc. Common Stock
